1 264 T(K)	P(Mpa)	rho(g/cm3)	D(cm2/s)	0.577124869	2.381951731	0.167727541	48.12771503	0.00801	0.497302	190.6	4.604
383	40	0.7393	3.57E-05	Jonas, J., Hasha, D. and Huang, S. G. (1980) Density effects on transport properties in liquid cyclohexane.J. Phys. Chem. 84, 109.							
383	60	0.7558	2.98E-05	Jonas, J., Hasha, D. and Huang, S. G. (1980) Density effects on transport properties in liquid cyclohexane.J. Phys. Chem. 84, 109.							
383	80	0.7698	2.48E-05	Jonas, J., Hasha, D. and Huang, S. G. (1980) Density effects on transport properties in liquid cyclohexane.J. Phys. Chem. 84, 109.							
383	96	0.7797	2.21E-05	Jonas, J., Hasha, D. and Huang, S. G. (1980) Density effects on transport properties in liquid cyclohexane.J. Phys. Chem. 84, 109.							
383	120	0.7929	1.85E-05	Jonas, J., Hasha, D. and Huang, S. G. (1980) Density effects on transport properties in liquid cyclohexane.J. Phys. Chem. 84, 109.							
383	140	0.8027	1.65E-05	Jonas, J., Hasha, D. and Huang, S. G. (1980) Density effects on transport properties in liquid cyclohexane.J. Phys. Chem. 84, 109.							
383	160	0.8116	1.43E-05	Jonas, J., Hasha, D. and Huang, S. G. (1980) Density effects on transport properties in liquid cyclohexane.J. Phys. Chem. 84, 109.							
383	180	0.8199	1.22E-05	Jonas, J., Hasha, D. and Huang, S. G. (1980) Density effects on transport properties in liquid cyclohexane.J. Phys. Chem. 84, 109.							
383	200	0.8276	1.12E-05	Jonas, J., Hasha, D. and Huang, S. G. (1980) Density effects on transport properties in liquid cyclohexane.J. Phys. Chem. 84, 109.							
383	214	0.8327	1.03E-05	Jonas, J., Hasha, D. and Huang, S. G. (1980) Density effects on transport properties in liquid cyclohexane.J. Phys. Chem. 84, 109.							
501 74 T(K)	P(Mpa)	density(g/cm3)	D(cm2/s)	0.512765768	0.770394093	0.020429009	92.82941777	0.7465	0.9925	562.05	4.895
328.2	0.101	0.841	3.45E-05	Collings, AF; LA Woolf, 1975.							
328.2	28.7	0.8669	2.81E-05	Collings, AF; LA Woolf, 1975.							
328.2	50.4	0.8829	2.40E-05	Collings, AF; LA Woolf, 1975.							
328.2	105.9	0.9157	1.77E-05	Collings, AF; LA Woolf, 1975.							
328.2	150.1	0.9364	1.38E-05	Collings, AF; LA Woolf, 1975.							
333.2	0.101	0.8539	3.70E-05	Collings, AF; LA Woolf, 1975.							
333.2	28.6	0.8625	2.94E-05	Collings, AF; LA Woolf, 1975.							
333.2	51	0.8795	2.58E-05	Collings, AF; LA Woolf, 1975.							
333.2	52.4	0.8804	2.55E-05	Collings, AF; LA Woolf, 1975.							
333.2	66.9	0.89	2.35E-05	Collings, AF; LA Woolf, 1975.							
333.2	90.7	0.9042	2.10E-05	Collings, AF; LA Woolf, 1975.							
333.2	105.9	0.9124	1.89E-05	Collings, AF; LA Woolf, 1975.							
333.2	111.3	0.9152	1.89E-05	Collings, AF; LA Woolf, 1975.							
333.2	147.1	0.9322	1.61E-05	Collings, AF; LA Woolf, 1975.							
333.2	149.6	0.9333	1.64E-05	Collings, AF; LA Woolf, 1975.							
333.2	154.4	0.9354	1.46E-05	Collings, AF; LA Woolf, 1975.							
288.2	0.101	0.8843	1.85E-05	Collings, AF; LA Woolf, 1972.							
288.2	7.1	0.8901	1.71E-05	Collings, AF; LA Woolf, 1972.							
288.2	9.5	0.8918	1.69E-05	Collings, AF; LA Woolf, 1972.							
288.2	19.2	0.8989	1.61E-05	Collings, AF; LA Woolf, 1972.							
288.2	20.8	0.8998	1.58E-05	Collings, AF; LA Woolf, 1972.							
288.2	28.3	0.9048	1.49E-05	Collings, AF; LA Woolf, 1972.							
298.2	0.101	0.8738	2.21E-05	Collings, AF; LA Woolf, 1972.							
298.2	14.1	0.8851	1.92E-05	Collings, AF; LA Woolf, 1972.							
298.2	21	0.8901	1.81E-05	Collings, AF; LA Woolf, 1972.							
298.2	27.9	0.8951	1.70E-05	Collings, AF; LA Woolf, 1972.							
298.2	28.3	0.8953	1.71E-05	Collings, AF; LA Woolf, 1972.							
298.2	42.7	0.9046	1.56E-05	Collings, AF; LA Woolf, 1972.							
298.2	54.4	0.9114	1.44E-05	Collings, AF; LA Woolf, 1972.							
298.2	57.2	0.9142	1.39E-05	Collings, AF; LA Woolf, 1972.							
298.2	59.6	0.9145	1.39E-05	Collings, AF; LA Woolf, 1972.							
298.2	64.5	0.9171	1.37E-05	Collings, AF; LA Woolf, 1972.							
313.2	0.101	0.8578	2.79E-05	Collings, AF; LA Woolf, 1972.							
313.2	25.9	0.8802	2.26E-05	Collings, AF; LA Woolf, 1972.							
313.2	33.1	0.8863	2.21E-05	Collings, AF; LA Woolf, 1972.							
313.2	51	0.8968	1.94E-05	Collings, AF; LA Woolf, 1972.							
313.2	62.4	0.9041	1.82E-05	Collings, AF; LA Woolf, 1972.							
313.2	95.4	0.9209	1.52E-05	Collings, AF; LA Woolf, 1972.							
313.2	97.5	0.9223	1.49E-05	Collings, AF; LA Woolf, 1972.							
303	0.1	0.8681	2.40E-05								
303	0.1	0.8681	2.31E-05								
303	26.3	0.8871	1.91E-05								
303	50	0.9011	1.65E-05								
303	78.4	0.9153	1.35E-05								
348	6	0.8252	4.07E-05								
348	6.4	0.8256	3.91E-05								
348	49.8	0.8623	2.82E-05								
348	98.8	0.8931	2.26E-05								
348	147.9	0.9177	1.64E-05								
348	152.1	0.9196	1.56E-05								
348	248	0.9572	1.09E-05								
348	295.8	0.9727	9.33E-06								
393	14.5	0.7863	6.19E-05								
393	16.1	0.7883	5.94E-05								
393	54.5	0.8272	4.36E-05								
393	104.5	0.8632	3.67E-05								
393	149	0.881	2.82E-05								
393	198.5	0.911	2.41E-05								
393	249	0.9311	1.95E-05								
393	295.7	0.9474	1.59E-05								
393	350.6	0.9645	1.45E-05								
393	394.6	0.977	1.15E-05								
393	454.4	0.9925	1.00E-05								
433	16.5	0.7465	8.72E-05								
433	17.1	0.7475	9.11E-05								
433	52.2	0.7914	7.26E-05								
433	77	0.814	5.97E-05								
433	98.2	0.8303	5.13E-05								
433	150.5	0.863	4.24E-05								
433	202.3	0.8888	3.86E-05								
433	255.4	0.911	3.05E-05								
433	298	0.9266	2.42E-05								
433	351	0.9441	2.13E-05								
433	400	0.9586	1.77E-05								
502 54 T(K)	P(Mpa)	rho(g/cc)	D(cm2/s)	0.37095057	0.550333756	0.024342746	89.84907498	0.836343832	1.006224746	591.75	4.108
219.54	0.1	0.9353	4.20E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
219.51	25	0.9470	3.42E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
219.54	50.2	0.9577	2.71E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
219.54	75.4	0.9675	2.19E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
219.54	99.7	0.9761	1.74E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
219.54	149.8	0.9917	1.11E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
248.27	0.1	0.9084	8.84E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
255.12	0.1	0.9021	1.08E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
255.39	25	0.9162	8.80E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
255.17	49.9	0.9290	7.41E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
255.1	75.2	0.9405	6.39E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
255.12	102	0.9515	5.16E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
255.12	150.2	0.9689	3.83E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
255.09	199.7	0.9843	2.80E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
255.09	248	0.9974	2.08E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
273.5	0.1	0.8851	1.53E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
272.99	0.1	0.8855	1.54E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
273.25	25	0.9012	1.30E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
273.22	49.9	0.9150	1.10E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
273.2	74.8	0.9271	9.28E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
273.27	99.7	0.9380	7.82E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
273.4	149.7	0.9572	5.82E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
273.42	199.7	0.9736	4.40E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
298.26	0.1	0.8621	2.24E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
298.65	0.1	0.8618	2.31E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
298.64	0.1	0.8618	2.27E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
298.13	0.1	0.8622	2.21E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
298.16	25	0.8804	1.90E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
298.16	50.2	0.8959	1.63E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
298.16	74.8	0.9090	1.41E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
298.16	99.7	0.9209	1.23E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
298.16	149.5	0.9417	9.56E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
298.13	199.7	0.9597	7.35E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
298.16	248.4	0.9750	5.88E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
298.15	0.1	0.8622	2.30E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
298.15	0.1	0.8622	2.29E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
298.15	28.8	0.8829	1.88E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
298.15	56.1	0.8992	1.55E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
298.15	72.2	0.9077	1.42E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
298.15	125.5	0.9321	1.08E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
298.15	155.7	0.9441	9.23E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
298.15	212.2	0.9638	7.10E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
298.15	247.3	0.9747	5.76E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
298.15	300	0.9896	4.62E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
298.15	369.1	1.0062	3.44E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
325.66	0.1	0.8363	3.26E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
325.64	0.1	0.8363	3.17E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
323.18	25.2	0.8597	2.70E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
323.18	50.7	0.8769	2.30E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
323.18	74.8	0.8910	2.10E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
323.18	100.5	0.9042	1.85E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
323.18	150.3	0.9264	1.43E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
323.18	199.4	0.9452	1.12E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
323.18	248.8	0.9617	9.33E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.							
1938 29 T(K)	P(Mpa)	density(g/cm3)	D(cm2/s)	0.486	0.567	0.001	4.875	1.2325	1.5095	552	7.9
268.2	0.1	1.2998	3.12E-05	LA Woolf, JChemSocFaradayTrans, 1982.							
268.2	0.1	1.2998	3.11E-05	LA Woolf, JChemSocFaradayTrans, 1982.							
268.2	45	1.3404	2.64E-05	LA Woolf, JChemSocFaradayTrans, 1982.							
268.2	100.1	1.3803	2.19E-05	LA Woolf, JChemSocFaradayTrans, 1982.							
268.2	195.8	1.4334	1.66E-05	LA Woolf, JChemSocFaradayTrans, 1982.							
268.2	289.8	1.4757	1.27E-05	LA Woolf, JChemSocFaradayTrans, 1982.							
268.2	382	1.5095	1.05E-05	LA Woolf, JChemSocFaradayTrans, 1982.							
283.2	0.1	1.2779	3.70E-05	LA Woolf, JChemSocFaradayTrans, 1982.							
283.2	0.1	1.2779	3.64E-05	LA Woolf, JChemSocFaradayTrans, 1982.							
283.2	53.8	1.3276	3.03E-05	LA Woolf, JChemSocFaradayTrans, 1982.							
283.2	145.2	1.3892	2.31E-05	LA Woolf, JChemSocFaradayTrans, 1982.							
283.2	225.5	1.431	1.87E-05	LA Woolf, JChemSocFaradayTrans, 1982.							
283.2	316.1	1.4707	1.50E-05	LA Woolf, JChemSocFaradayTrans, 1982.							
283.2	383.3	1.4972	1.29E-05	LA Woolf, JChemSocFaradayTrans, 1982.							
298.2	0.1	1.2555	4.20E-05	LA Woolf, JChemSocFaradayTrans, 1982.							
298.2	0.1	1.2555	4.26E-05	LA Woolf, JChemSocFaradayTrans, 1982.							
298.2	38.9	1.2958	3.64E-05	LA Woolf, JChemSocFaradayTrans, 1982.							
298.2	85.5	1.3335	3.21E-05	LA Woolf, JChemSocFaradayTrans, 1982.							
298.2	139.9	1.3729	2.61E-05	LA Woolf, JChemSocFaradayTrans, 1982.							
298.2	211.8	1.4119	2.23E-05	LA Woolf, JChemSocFaradayTrans, 1982.							
298.2	291.2	1.4506	1.81E-05	LA Woolf, JChemSocFaradayTrans, 1982.							
298.2	382.2	1.4872	1.47E-05	LA Woolf, JChemSocFaradayTrans, 1982.							
313.2	0.1	1.2325	4.95E-05	LA Woolf, JChemSocFaradayTrans, 1982.							
313.2	0.1	1.2325	4.98E-05	LA Woolf, JChemSocFaradayTrans, 1982.							
313.2	45.7	1.2812	4.15E-05	LA Woolf, JChemSocFaradayTrans, 1982.							
313.2	98.6	1.3238	3.51E-05	LA Woolf, JChemSocFaradayTrans, 1982.							
313.2	192.4	1.3884	2.69E-05	LA Woolf, JChemSocFaradayTrans, 1982.							
313.2	298.4	1.441	2.15E-05	LA Woolf, JChemSocFaradayTrans, 1982.							
313.2	385.1	1.4778	1.78E-05	LA Woolf, JChemSocFaradayTrans, 1982.							
1940 44 T(K)	P(Mpa)	density(g/cm3)	D(cm2/s)	0.753082933	1.248862531	0.166606383	48.59042553	0.088	1.85	318.69	3.76
240	1.5744	1.77E+00	3.35E-05	Tison, JK, Hunt, ER, JCP, 54, 4, 1971.							
250	0.62644	1.70E+00	3.94E-05	Tison, JK, Hunt, ER, JCP, 54, 4, 1971.							
260	0.85899	1.64E+00	4.66E-05	Tison, JK, Hunt, ER, JCP, 54, 4, 1971.							
270	1.1502	1.57E+00	5.59E-05	Tison, JK, Hunt, ER, JCP, 54, 4, 1971.							
280	1.5088	1.49E+00	6.71E-05	Tison, JK, Hunt, ER, JCP, 54, 4, 1971.							
290	1.9447	1.40E+00	8.29E-05	Tison, JK, Hunt, ER, JCP, 54, 4, 1971.							
300	2.4696	1.29E+00	1.05E-04	Tison, JK, Hunt, ER, JCP, 54, 4, 1971.							
310	3.0984	1.14E+00	1.44E-04	Tison, JK, Hunt, ER, JCP, 54, 4, 1971.							
314	3.3842	1.05E+00	1.70E-04	Tison, JK, Hunt, ER, JCP, 54, 4, 1971.							
316	3.5358	9.90E-01	1.92E-04	Tison, JK, Hunt, ER, JCP, 54, 4, 1971.							
317	3.6141	9.54E-01	2.08E-04	Tison, JK, Hunt, ER, JCP, 54, 4, 1971.							
318	3.6941	8.95E-01	2.31E-04	Tison, JK, Hunt, ER, JCP, 54, 4, 1971.							
318.7	3.7513	7.25E-01	2.92E-04	Tison, JK, Hunt, ER, JCP, 54, 4, 1971.							
270	1.0803	8.80E-02	2.28E-03	Tison, JK, Hunt, ER, JCP, 54, 4, 1971.							
280	1.4442	1.21E-01	1.69E-03	Tison, JK, Hunt, ER, JCP, 54, 4, 1971.							
290	1.903	1.68E-01	1.26E-03	Tison, JK, Hunt, ER, JCP, 54, 4, 1971.							
300	2.4453	2.34E-01	9.36E-04	Tison, JK, Hunt, ER, JCP, 54, 4, 1971.							
310	3.0327	3.20E-01	6.58E-04	Tison, JK, Hunt, ER, JCP, 54, 4, 1971.							
314	3.37	4.06E-01	5.39E-04	Tison, JK, Hunt, ER, JCP, 54, 4, 1971.							
316	3.5294	4.62E-01	4.69E-04	Tison, JK, Hunt, ER, JCP, 54, 4, 1971.							
317	3.6077	4.96E-01	4.25E-04	Tison, JK, Hunt, ER, JCP, 54, 4, 1971.							
318	3.6921	5.56E-01	3.70E-04	Tison, JK, Hunt, ER, JCP, 54, 4, 1971.							
318.7	3.7513	7.25E-01	2.92E-04	Tison, JK, Hunt, ER, JCP, 54, 4, 1971.							
320	3.8595	7.37E-01	2.96E-04	Tison, JK, Hunt, ER, JCP, 54, 4, 1971.							
330	4.7011	7.37E-01	3.05E-04	Tison, JK, Hunt, ER, JCP, 54, 4, 1971.							
340	5.5539	7.37E-01	3.14E-04	Tison, JK, Hunt, ER, JCP, 54, 4, 1971.							
350	6.4139	7.37E-01	3.20E-04	Tison, JK, Hunt, ER, JCP, 54, 4, 1971.							
360	7.2787	7.37E-01	3.30E-04	Tison, JK, Hunt, ER, JCP, 54, 4, 1971.							
370	8.1468	7.37E-01	3.39E-04	Tison, JK, Hunt, ER, JCP, 54, 4, 1971.							
296	2.2481	1.34E+00	9.40E-05	DeZwaan and Jonas, JCP, 1975.							
296	8.4	1.50E+00	7.70E-05	DeZwaan and Jonas, JCP, 1975.							
296	16.1	1.60E+00	6.60E-05	DeZwaan and Jonas, JCP, 1975.							
